gender,category,subcategory,size,brand,min_price,max_price,rating
unisex,bottomware,pants,S,Roadster,2175,3055,4.4
unisex,topware,tshirts,XXL,Allen Solly,788,2929,3.4
female,bottomware,leggings,S,Arrow,319,2756,4.4
male,bottomware,night pants,XXL,Ralph Lauren,878,2510,3.1
male,topware,shirts,M,Arrow,420,1990,3.1
male,topware,shirts,XL,Gucci,2161,4967,3.1
female,bottomware,night pants,L,Spykar,2717,5519,3.6
female,topware,half kurthi,XXL,Zara,1544,1990,4.8
unisex,bottomware,shorts,M,Roadster,2153,4853,3.4
female,topware,saree,M,H&M,2900,4229,4.3
male,bottomware,shorts,L,H&M,1120,3791,3.6
unisex,bottomware,shorts,L,Zara,2410,4298,4.6
unisex,topware,shirts,S,H&M,1465,2752,4.3
female,topware,half kurthi,XL,Arrow,2743,4896,4.8
male,topware,kurtha,M,Allen Solly,1039,2469,3.4
male,bottomware,pants,L,Levi's,2484,3838,3.6
unisex,bottomware,shorts,L,US Polo,1636,3380,4.7
male,topware,shirts,XL,Roadster,1059,3640,4.4
female,bottomware,pants,S,H&M,617,771,4.4
female,topware,saree,M,Netplay,2023,3805,4.6
female,bottomware,leggings,XXL,Prada,2675,4846,4.5
unisex,bottomware,pants,XL,Zara,1194,3269,4.4
female,topware,shirt,S,Peter England,364,2777,3.1
male,topware,tshirts,M,Gucci,1596,2412,3.8
unisex,bottomware,pants,S,Louis Philippe,471,2361,3.9
unisex,topware,shirts,S,Wrangler,1735,4463,5.0
female,bottomware,shorts,L,HRX,1254,3090,3.5
unisex,topware,shirts,M,Van Heusen,2936,3883,3.4
unisex,bottomware,shorts,XL,Peter England,2243,4115,4.8
unisex,topware,tshirts,XL,Nike,1132,2198,4.5
female,topware,saree,S,Arrow,2510,3475,4.0
female,bottomware,night pants,M,Levi's,1315,4101,3.8
unisex,topware,tshirts,XXL,Louis Philippe,1245,3776,3.7
unisex,bottomware,shorts,M,Prada,2315,3944,3.4
unisex,bottomware,pants,XXL,Spykar,2192,3660,3.3
male,bottomware,shorts,XXL,Puma,490,3479,4.8
male,topware,tshirts,XL,Van Heusen,2928,5668,3.1
male,topware,kurtha,M,Nike,200,1426,3.8
unisex,bottomware,shorts,S,Roadster,293,2631,4.3
female,topware,half kurthi,M,Nike,2604,5604,3.8
female,topware,tshirt,XXL,Spykar,1402,1780,3.0
male,topware,shirts,L,Dennis Lingo,1438,2532,3.2
male,topware,shirts,M,Roadster,1230,2599,3.3
unisex,bottomware,pants,XL,Tommy Hilfiger,2383,2510,3.9
female,bottomware,shorts,XXL,Peter England,1999,2757,3.4
female,topware,shirt,L,Prada,1184,2913,4.8
female,topware,half saree,XL,Adidas,2017,3939,4.7
female,bottomware,pants,L,Arrow,1111,4046,4.5
male,topware,tshirts,S,Arrow,2566,5404,3.9
male,bottomware,night pants,S,Peter England,2410,4862,3.4
unisex,bottomware,shorts,L,Nike,1274,4101,3.1
female,bottomware,shorts,S,Nike,1408,3227,4.8
unisex,topware,tshirts,XL,Van Heusen,2509,4372,3.8
unisex,topware,shirts,XL,Prada,2884,4477,3.9
unisex,bottomware,pants,XXL,Roadster,2744,4761,3.4
female,topware,saree,M,Gucci,1115,3932,4.9
unisex,bottomware,shorts,S,Gucci,875,2429,3.7
unisex,bottomware,pants,M,Arrow,483,2824,3.6
female,bottomware,shorts,L,Allen Solly,1785,4382,4.4
female,topware,shirt,XL,Spykar,406,2411,4.4
female,topware,tshirt,L,HRX,597,2670,4.3
male,bottomware,night pants,XL,Adidas,1778,3357,3.5
female,topware,half kurthi,XL,Peter England,2943,4502,4.6
unisex,topware,tshirts,XL,US Polo,2291,2709,3.4
unisex,bottomware,pants,M,Spykar,774,3604,4.8
male,topware,tshirts,XXL,Peter England,1530,3111,3.8
unisex,bottomware,pants,L,Louis Philippe,2841,3008,3.4
unisex,topware,shirts,L,Roadster,604,2805,3.2
female,topware,half kurthi,M,Arrow,997,1892,4.3
unisex,bottomware,pants,XXL,Peter England,739,3081,4.2
female,topware,tshirt,M,Adidas,849,2341,4.7
female,topware,kurthi,XL,Nike,2113,3767,3.8
female,topware,tshirt,XL,Louis Philippe,1601,4501,4.2
male,bottomware,shorts,L,Allen Solly,816,1452,4.5
male,topware,kurtha,M,Levi's,441,1849,3.6
unisex,topware,shirts,M,Flying Machine,2064,3647,4.4
male,topware,kurtha,XL,Dennis Lingo,440,708,3.7
unisex,bottomware,pants,XL,H&M,2114,3886,3.9
unisex,topware,tshirts,XXL,Gucci,2891,5882,4.4
female,topware,half saree,XXL,Pepe Jeans,712,1652,3.8
unisex,bottomware,shorts,S,Adidas,1784,2401,4.4
female,topware,saree,XL,Allen Solly,1803,3142,3.9
female,topware,half kurthi,XXL,Ralph Lauren,2941,5908,4.2
female,topware,shirt,XL,Levi's,309,2457,4.2
male,bottomware,shorts,XXL,Dennis Lingo,1860,2468,3.1
unisex,bottomware,pants,S,Netplay,2418,5322,4.6
unisex,bottomware,pants,XXL,Arrow,2149,3433,3.7
unisex,bottomware,pants,S,Roadster,1783,4392,3.0
unisex,topware,shirts,M,Peter England,1398,2423,4.6
female,bottomware,shorts,L,H&M,2400,3817,4.2
unisex,bottomware,shorts,M,Arrow,1651,4069,3.6
unisex,topware,shirts,M,Pepe Jeans,1809,3215,4.8
female,topware,half kurthi,S,Gucci,1474,1887,4.6
female,bottomware,shorts,XL,Flying Machine,2725,4674,3.0
male,topware,tshirts,L,Gucci,2507,4672,3.2
unisex,topware,tshirts,M,Peter England,2929,3870,3.6
male,topware,tshirts,XL,Allen Solly,2384,4166,3.7
male,bottomware,night pants,S,Tommy Hilfiger,2708,3145,4.9
male,bottomware,shorts,L,Arrow,1234,3044,3.8
unisex,topware,tshirts,M,Prada,698,2033,3.9
female,bottomware,leggings,XXL,Arrow,2921,4429,3.4
male,topware,kurtha,L,Gucci,1295,1420,3.7
unisex,bottomware,shorts,XXL,Louis Philippe,2904,4973,3.2
male,topware,kurtha,L,Netplay,1371,3029,4.9
female,topware,kurthi,XXL,Allen Solly,1432,3497,3.1
female,bottomware,night pants,L,Peter England,1670,2035,4.3
unisex,topware,shirts,M,Ralph Lauren,1899,2893,3.5
female,topware,half kurthi,L,US Polo,600,3417,3.3
unisex,topware,tshirts,M,Puma,1207,2919,4.3
male,topware,kurtha,XXL,Roadster,2747,3990,3.4
female,bottomware,shorts,S,Flying Machine,1668,4397,3.9
female,topware,saree,M,Allen Solly,2798,3495,3.1
female,bottomware,night pants,XXL,Levi's,2859,5568,4.2
unisex,topware,tshirts,L,Zara,1244,1905,3.3
unisex,topware,tshirts,L,HRX,1958,3720,4.7
male,bottomware,pants,XL,Wrangler,2031,2334,4.5
female,topware,shirt,XXL,Ralph Lauren,2198,4027,4.1
female,topware,tshirt,S,HRX,2394,4900,4.3
male,bottomware,shorts,L,Tommy Hilfiger,960,3033,4.6
male,bottomware,night pants,S,Roadster,2905,3598,4.5
unisex,bottomware,pants,S,Levi's,442,1963,5.0
unisex,topware,tshirts,XL,Wrangler,1380,1989,3.9
unisex,bottomware,pants,S,Arrow,1731,3968,4.7
female,topware,half saree,XXL,Nike,948,3239,4.0
unisex,topware,shirts,XXL,H&M,338,649,4.4
female,topware,tshirt,M,HRX,1036,2331,4.8
male,bottomware,shorts,XXL,Pepe Jeans,2656,3981,3.9
male,topware,tshirts,M,Pepe Jeans,327,2936,4.9
unisex,bottomware,pants,XXL,Arrow,2426,3818,3.9
unisex,topware,tshirts,L,Van Heusen,2468,3541,4.3
female,bottomware,shorts,XXL,Netplay,2737,3769,3.9
female,topware,kurthi,L,Arrow,2265,4981,4.9
male,topware,kurtha,M,Roadster,328,2960,4.1
male,topware,kurtha,XXL,Spykar,439,772,3.5
female,topware,tshirt,M,Tommy Hilfiger,418,2937,3.4
male,topware,kurtha,S,Zara,300,2020,4.9
male,bottomware,pants,M,Zara,2103,2271,4.9
unisex,bottomware,pants,XXL,Allen Solly,1429,1799,3.5
unisex,topware,shirts,M,Prada,972,3337,4.0
female,bottomware,pants,XL,Nike,2644,3879,3.2
unisex,bottomware,pants,L,Pepe Jeans,2251,2430,4.4
unisex,topware,tshirts,S,Puma,1399,2176,4.3
female,topware,shirt,M,Roadster,2687,5401,4.0
unisex,topware,shirts,XXL,Louis Philippe,690,1364,4.0
female,topware,kurthi,M,H&M,348,801,3.3
female,bottomware,night pants,S,Adidas,1982,3095,4.2
unisex,bottomware,pants,XXL,Wrangler,2531,5293,3.4
female,bottomware,pants,XL,H&M,2725,5416,4.6
female,topware,shirt,M,Gucci,2307,4397,4.8
male,topware,tshirts,L,Nike,2312,4814,3.1
male,topware,tshirts,XXL,Arrow,976,1137,3.3
male,bottomware,shorts,XL,H&M,2515,3766,3.9
female,topware,shirt,XL,Spykar,1754,2667,4.6
unisex,bottomware,shorts,XXL,Levi's,2192,4057,3.4
male,topware,kurtha,M,US Polo,2682,4866,4.4
unisex,bottomware,pants,L,Arrow,1883,4034,3.6
unisex,topware,shirts,S,Adidas,1532,2632,3.1
unisex,topware,tshirts,L,Roadster,2402,2541,4.0
female,topware,kurthi,XL,Zara,344,2456,3.1
male,bottomware,night pants,L,Prada,1788,2202,3.1
female,topware,saree,L,Ralph Lauren,2303,3987,4.4
unisex,bottomware,pants,S,Dennis Lingo,1040,3920,3.8
female,bottomware,leggings,S,Pepe Jeans,1455,4067,3.1
female,topware,shirt,S,H&M,202,1160,3.2
unisex,topware,shirts,S,Ralph Lauren,371,925,4.4
unisex,bottomware,pants,L,Prada,1769,4283,3.2
male,topware,kurtha,XXL,HRX,1834,2294,3.9
unisex,bottomware,pants,XL,Nike,1453,1742,4.0
female,topware,half saree,XL,Netplay,376,1134,4.5
unisex,bottomware,pants,M,Ralph Lauren,541,2106,4.8
female,topware,kurthi,L,Pepe Jeans,2385,2962,3.5
female,bottomware,pants,XXL,Gucci,2401,3669,4.8
unisex,bottomware,pants,L,Adidas,889,2227,4.9
unisex,bottomware,shorts,M,Pepe Jeans,2734,4520,3.2
female,bottomware,pants,XL,Netplay,1428,2999,3.7
female,bottomware,leggings,S,Van Heusen,1102,3658,3.7
unisex,topware,shirts,S,Zara,2521,4895,3.9
unisex,bottomware,shorts,S,Allen Solly,608,1801,3.4
unisex,topware,tshirts,S,Prada,1206,1491,4.1
unisex,bottomware,pants,XXL,Prada,1076,1913,5.0
unisex,topware,tshirts,M,Nike,1084,2931,3.2
female,topware,shirt,L,Zara,2275,2587,4.3
male,topware,kurtha,L,HRX,1519,2462,4.3
female,topware,tshirt,XXL,US Polo,1106,3043,3.2
male,topware,tshirts,S,Prada,2369,3236,3.5
unisex,bottomware,pants,L,Netplay,475,891,3.2
female,topware,tshirt,XL,US Polo,777,1588,4.9
unisex,topware,tshirts,XXL,Flying Machine,2691,4444,4.8
female,topware,shirt,M,Puma,1652,1788,3.4
unisex,bottomware,pants,XXL,Van Heusen,961,1566,3.9
unisex,bottomware,shorts,L,Roadster,1577,2507,3.6
female,bottomware,night pants,S,HRX,2255,2456,3.1
female,bottomware,night pants,M,Zara,758,3001,4.7
female,bottomware,night pants,L,Peter England,1075,2910,3.4
unisex,bottomware,shorts,S,Allen Solly,1100,1525,3.9
female,topware,tshirt,XL,Roadster,1651,1854,3.3
unisex,topware,tshirts,XXL,Pepe Jeans,2135,4783,3.6
male,topware,kurtha,S,Roadster,674,2356,4.1
unisex,topware,tshirts,S,Flying Machine,2521,2748,3.3
unisex,topware,tshirts,M,Zara,1468,4163,4.9
male,bottomware,night pants,M,US Polo,494,1681,3.2
female,topware,tshirt,XL,US Polo,1357,1571,4.9
unisex,topware,tshirts,L,H&M,279,1934,4.6
male,topware,kurtha,L,Adidas,438,1585,4.0
unisex,bottomware,shorts,XXL,Ralph Lauren,2701,3107,4.7
male,bottomware,shorts,XXL,Zara,591,2807,4.1
male,topware,tshirts,L,Spykar,417,775,3.2
female,topware,half kurthi,M,HRX,378,756,3.8
unisex,topware,tshirts,M,Flying Machine,2858,4240,3.8
female,topware,half saree,L,Van Heusen,1608,2407,3.6
female,topware,kurthi,XXL,Puma,2329,3498,4.6
unisex,topware,tshirts,S,Puma,1509,4421,4.1
unisex,topware,shirts,S,Levi's,778,1146,4.4
unisex,topware,tshirts,XXL,Zara,2310,4283,4.5
unisex,topware,shirts,XL,Levi's,398,1844,4.0
female,bottomware,shorts,L,Wrangler,2591,2725,4.9
male,topware,shirts,S,Roadster,2316,3910,3.1
unisex,topware,tshirts,XL,Roadster,503,2052,4.3
unisex,bottomware,pants,M,Gucci,598,1757,3.8
unisex,topware,shirts,XXL,Prada,1936,2569,3.8
male,topware,kurtha,M,US Polo,2585,4121,4.4
female,topware,tshirt,S,Arrow,701,2232,3.2
female,topware,half saree,XXL,Tommy Hilfiger,1104,2335,3.9
unisex,bottomware,pants,XL,Tommy Hilfiger,1540,2624,4.6
unisex,bottomware,shorts,S,Arrow,1109,2449,4.4
unisex,topware,tshirts,XL,Van Heusen,1063,1495,3.9
female,bottomware,night pants,XXL,HRX,406,3238,3.1
unisex,topware,tshirts,M,Flying Machine,1103,3787,4.0
unisex,bottomware,shorts,L,Van Heusen,2844,4744,3.7
unisex,bottomware,pants,M,Ralph Lauren,1830,4658,3.2
female,bottomware,shorts,M,Wrangler,1892,3618,3.3
female,bottomware,pants,XXL,Allen Solly,1955,4857,3.2
male,bottomware,shorts,M,H&M,1025,1455,3.7
unisex,bottomware,pants,L,Louis Philippe,2851,5299,3.8
female,topware,saree,M,Adidas,1847,3005,4.0
unisex,topware,tshirts,M,Zara,934,1581,4.0
female,bottomware,leggings,XXL,Wrangler,1604,2275,3.8
female,topware,tshirt,L,Gucci,1453,1896,3.6
unisex,topware,shirts,L,US Polo,2673,3139,3.3
unisex,bottomware,pants,S,Prada,1050,3357,3.2
male,bottomware,pants,L,Roadster,568,3050,4.1
unisex,bottomware,pants,M,Spykar,471,3327,4.6
male,topware,kurtha,XL,H&M,2643,3199,4.7
unisex,topware,shirts,L,Prada,442,2026,3.6
female,topware,half saree,XL,US Polo,749,2532,4.0
male,topware,tshirts,XL,Allen Solly,203,1874,4.0
unisex,topware,tshirts,XXL,Prada,339,3333,4.7
female,topware,saree,XL,Van Heusen,367,1059,3.7
male,bottomware,shorts,M,Netplay,1293,2812,5.0
female,bottomware,shorts,XL,Prada,2068,2763,3.2
female,topware,kurthi,XL,H&M,1900,2665,3.1
female,topware,shirt,S,Zara,2307,3473,3.9
female,topware,shirt,M,Zara,2762,3472,4.1
male,bottomware,shorts,S,Adidas,328,3033,4.3
male,bottomware,shorts,XL,Flying Machine,469,586,4.1
male,topware,tshirts,XL,Allen Solly,2976,5079,4.8
male,bottomware,shorts,M,Prada,1055,3512,4.0
male,topware,tshirts,S,Ralph Lauren,1118,3718,3.8
female,topware,kurthi,L,Van Heusen,2548,3961,4.2
male,topware,kurtha,L,Spykar,424,1930,4.6
male,bottomware,pants,XL,Flying Machine,646,2778,3.9
unisex,topware,shirts,XL,Roadster,2831,4712,4.4
female,bottomware,pants,S,Tommy Hilfiger,1563,2779,3.9
male,bottomware,shorts,S,Dennis Lingo,2214,2887,4.4
unisex,bottomware,shorts,M,H&M,867,2475,4.4
unisex,topware,tshirts,L,Allen Solly,370,1040,3.3
unisex,bottomware,pants,L,Dennis Lingo,587,1873,4.8
male,bottomware,night pants,L,Adidas,2258,2815,3.0
unisex,topware,shirts,M,Roadster,2432,2629,3.8
unisex,bottomware,shorts,S,US Polo,1226,3047,4.3
male,bottomware,shorts,XXL,Spykar,2044,4235,3.3
male,topware,kurtha,XXL,Flying Machine,441,563,4.7
female,topware,kurthi,XL,Flying Machine,2703,3376,3.4
male,topware,kurtha,XXL,Netplay,701,2598,4.1
unisex,bottomware,pants,XL,Gucci,2475,5216,4.6
female,topware,shirt,XL,Wrangler,563,996,3.3
male,topware,shirts,XL,Allen Solly,2421,2922,3.6
female,bottomware,shorts,M,Puma,630,3484,3.7
female,topware,half saree,XL,Wrangler,2364,4407,3.7
unisex,topware,shirts,M,Ralph Lauren,1871,2217,4.2
male,topware,tshirts,S,Adidas,1114,3834,4.7
unisex,topware,tshirts,XL,Roadster,2523,4442,3.4
unisex,topware,shirts,S,Allen Solly,1654,2229,3.2
female,topware,kurthi,XL,Gucci,2506,3325,3.8
female,bottomware,shorts,L,Netplay,2650,4608,4.1
female,bottomware,leggings,XL,Flying Machine,2477,5056,3.3
male,bottomware,night pants,S,Peter England,1601,2226,3.6
male,bottomware,shorts,XL,Gucci,2279,3245,4.8
male,bottomware,shorts,L,Tommy Hilfiger,229,532,4.9
female,bottomware,shorts,L,Allen Solly,477,620,4.4
unisex,bottomware,pants,L,Prada,2655,3296,4.0
unisex,topware,shirts,M,Peter England,1567,4194,4.0
unisex,bottomware,shorts,XL,Louis Philippe,2474,2600,3.6
unisex,topware,shirts,S,Zara,2430,5078,4.8
unisex,topware,shirts,XXL,Prada,1137,1488,3.8
unisex,bottomware,pants,XXL,Spykar,2700,3450,3.5
unisex,bottomware,shorts,M,Adidas,2355,5131,4.1
unisex,bottomware,shorts,XXL,Louis Philippe,2450,5344,4.1
male,topware,kurtha,M,Wrangler,247,2019,4.1
female,topware,half kurthi,XXL,Tommy Hilfiger,2261,4068,4.6
male,bottomware,night pants,M,Peter England,2554,2728,3.3
male,bottomware,night pants,S,Peter England,402,1025,3.7
male,bottomware,pants,S,Puma,2624,5053,3.1
unisex,topware,shirts,S,Levi's,374,1413,3.7
female,topware,half kurthi,XXL,Gucci,2219,4826,4.0
female,bottomware,pants,XL,Spykar,2209,4469,4.1
male,bottomware,shorts,XL,Arrow,2322,3260,3.2
female,topware,half kurthi,XXL,Spykar,2494,3977,5.0
male,bottomware,shorts,L,Louis Philippe,1531,3294,4.0
unisex,topware,shirts,L,Netplay,806,2641,3.8
unisex,topware,tshirts,XL,Arrow,2106,4009,4.3
female,topware,tshirt,M,US Polo,311,1489,3.2
female,topware,saree,S,Louis Philippe,2172,3639,3.3
female,topware,tshirt,XXL,Levi's,2288,3901,3.5
male,topware,kurtha,XL,Nike,468,709,4.6
male,topware,tshirts,L,Flying Machine,1310,2590,4.3
male,topware,kurtha,M,Tommy Hilfiger,1201,3698,4.0
female,bottomware,shorts,XL,Wrangler,1900,4849,4.7
male,bottomware,shorts,XL,Peter England,885,2156,4.3
male,bottomware,shorts,S,Roadster,2158,3709,4.5
unisex,bottomware,shorts,S,Adidas,863,3450,4.4
unisex,topware,tshirts,XXL,Flying Machine,671,1486,4.7
male,bottomware,shorts,L,Prada,2473,4502,4.5
male,topware,kurtha,XL,Roadster,1042,3029,3.1
unisex,bottomware,shorts,XXL,US Polo,645,3599,3.6
male,bottomware,night pants,XXL,Allen Solly,523,993,3.8
unisex,topware,tshirts,L,Tommy Hilfiger,2882,3541,4.3
unisex,bottomware,shorts,M,Pepe Jeans,398,3084,3.7
female,topware,saree,M,US Polo,2459,3748,4.2
unisex,topware,tshirts,L,US Polo,2622,5188,3.8
unisex,topware,shirts,S,H&M,700,3454,3.9
male,topware,shirts,XXL,Flying Machine,906,3732,4.0
unisex,topware,tshirts,XXL,Tommy Hilfiger,1681,3635,4.9
female,topware,half kurthi,M,Nike,963,2602,4.1
female,bottomware,pants,M,Peter England,2442,4196,4.6
unisex,bottomware,pants,XXL,Ralph Lauren,1248,3410,4.6
unisex,bottomware,shorts,XL,Arrow,909,3873,4.2
female,bottomware,leggings,XXL,Ralph Lauren,2497,3284,3.2
female,topware,tshirt,M,Flying Machine,1865,3136,4.0
male,topware,shirts,S,Nike,1555,3185,3.2
female,topware,saree,S,Roadster,2626,4634,4.8
male,topware,shirts,XL,Tommy Hilfiger,602,2920,4.0
unisex,topware,shirts,S,Levi's,1488,2519,4.4
male,topware,kurtha,M,Levi's,915,2847,3.6
female,topware,half saree,L,Puma,663,2268,4.5
female,topware,kurthi,L,Van Heusen,1200,3665,3.1
female,topware,half kurthi,XL,Spykar,855,2450,3.3
male,bottomware,night pants,L,Levi's,411,586,3.6
male,topware,tshirts,M,Levi's,2061,3932,4.2
unisex,bottomware,shorts,L,Arrow,1529,3142,3.7
unisex,topware,tshirts,XL,Van Heusen,1437,3559,4.2
unisex,bottomware,pants,XL,Zara,1848,3146,4.5
male,topware,tshirts,M,Allen Solly,2773,4184,4.8
male,bottomware,night pants,S,Wrangler,1326,4028,3.4
unisex,topware,shirts,XL,Levi's,1093,3935,4.7
female,bottomware,shorts,M,Arrow,1373,2210,3.7
unisex,topware,tshirts,M,Spykar,2604,5498,4.2
female,bottomware,night pants,XL,HRX,2776,3397,4.1
male,topware,shirts,M,H&M,257,2183,4.3
female,topware,half kurthi,XL,Puma,491,2203,3.1
unisex,topware,tshirts,M,Wrangler,2002,3183,3.3
male,bottomware,pants,S,H&M,2114,3789,4.7
female,bottomware,shorts,L,HRX,2514,3833,4.9
unisex,topware,shirts,XXL,Nike,2010,4065,4.9
unisex,bottomware,pants,L,Allen Solly,2607,5558,4.3
unisex,bottomware,shorts,XXL,Louis Philippe,836,1909,4.5
unisex,bottomware,shorts,XL,HRX,1278,2571,4.4
male,bottomware,night pants,XL,US Polo,1520,2788,3.1
unisex,bottomware,shorts,M,Wrangler,2214,2717,5.0
female,bottomware,night pants,M,Levi's,2279,3321,3.7
female,bottomware,shorts,S,Roadster,1882,2565,3.1
unisex,topware,tshirts,M,Dennis Lingo,2717,5262,4.7
female,bottomware,night pants,L,Netplay,2711,4614,3.0
female,bottomware,leggings,XXL,Tommy Hilfiger,2092,3958,3.6
unisex,bottomware,pants,L,Peter England,1356,4013,3.4
unisex,topware,tshirts,L,Van Heusen,1540,2372,4.1
unisex,topware,tshirts,L,Netplay,2474,4915,3.1
female,bottomware,night pants,XXL,Nike,2481,5331,4.2
male,topware,kurtha,XXL,Flying Machine,1033,1255,3.8
unisex,bottomware,pants,S,Netplay,2223,4221,4.7
female,bottomware,shorts,L,Levi's,709,1832,4.9
female,topware,tshirt,XXL,Spykar,979,1957,4.2
unisex,topware,tshirts,XXL,H&M,294,1224,4.3
male,bottomware,pants,M,H&M,1674,2478,4.7
unisex,topware,shirts,XL,Netplay,2252,3882,3.7
unisex,bottomware,pants,S,H&M,2332,3762,3.7
male,bottomware,pants,L,Puma,2451,3064,5.0
unisex,topware,tshirts,S,Ralph Lauren,2887,4584,3.9
male,bottomware,shorts,L,Arrow,2693,5326,4.6
male,topware,kurtha,XXL,Pepe Jeans,2908,5022,3.1
female,bottomware,pants,XL,Dennis Lingo,1389,3652,3.8
male,topware,shirts,M,Spykar,864,3546,3.2
unisex,topware,tshirts,XXL,Wrangler,2000,3610,4.6
male,topware,kurtha,XL,Wrangler,1787,2455,3.8
unisex,bottomware,pants,M,Louis Philippe,2885,5470,3.3
unisex,topware,tshirts,M,Tommy Hilfiger,2601,5520,4.3
male,bottomware,shorts,L,Zara,340,2426,3.2
unisex,topware,shirts,M,Dennis Lingo,2106,4795,4.8
male,topware,shirts,S,H&M,561,2501,4.8
female,topware,tshirt,S,Puma,1388,4345,3.4
female,topware,kurthi,M,Louis Philippe,2217,4198,3.4
male,bottomware,night pants,S,Levi's,1810,3161,3.2
unisex,bottomware,shorts,S,US Polo,2217,3603,4.2
male,topware,tshirts,XXL,Puma,270,618,4.1
female,bottomware,pants,XL,Tommy Hilfiger,2117,4388,3.1
female,bottomware,leggings,S,Allen Solly,1438,2568,3.6
unisex,bottomware,shorts,XL,Wrangler,2271,4836,4.8
male,bottomware,night pants,S,Allen Solly,2789,5513,4.9
male,topware,kurtha,M,HRX,971,2198,4.5
unisex,bottomware,pants,XL,Arrow,1114,2703,3.7
unisex,topware,shirts,M,Pepe Jeans,2061,2596,4.6
male,topware,kurtha,XL,HRX,842,3448,3.4
female,topware,tshirt,XL,Nike,1383,2584,3.5
male,bottomware,night pants,XL,Pepe Jeans,2810,5113,3.8
female,bottomware,night pants,S,US Polo,1547,2082,4.7
male,topware,kurtha,M,Flying Machine,2861,5355,4.2
unisex,bottomware,shorts,XL,Flying Machine,2705,3226,4.7
unisex,topware,tshirts,XL,Peter England,858,3286,3.2
unisex,bottomware,pants,M,US Polo,1531,1975,4.8
male,topware,shirts,M,Pepe Jeans,2748,4825,4.5
unisex,topware,shirts,L,Puma,2188,3238,4.5
unisex,topware,tshirts,XXL,Adidas,1719,4208,4.7
unisex,bottomware,shorts,L,Peter England,2343,4029,4.7
unisex,topware,shirts,M,Arrow,2968,5069,3.4
female,bottomware,pants,L,Ralph Lauren,2029,3410,4.2
unisex,topware,shirts,XXL,Van Heusen,1199,2281,4.5
unisex,bottomware,pants,S,Louis Philippe,591,2792,4.2
female,bottomware,shorts,L,Roadster,1117,3444,4.1
unisex,topware,tshirts,XL,Allen Solly,1850,3224,4.0
female,bottomware,leggings,L,Ralph Lauren,2456,3815,4.5
female,bottomware,pants,L,Puma,1996,2815,3.2
male,topware,kurtha,S,HRX,1271,3554,4.1
female,topware,half saree,XL,Louis Philippe,492,2343,3.1
female,bottomware,shorts,L,HRX,213,2962,4.1
unisex,bottomware,pants,M,HRX,2415,3248,4.0
female,topware,kurthi,XXL,Van Heusen,559,1096,3.9
unisex,topware,shirts,XL,Louis Philippe,2048,3158,4.9
unisex,topware,tshirts,XL,US Polo,1927,2652,3.5
female,bottomware,shorts,XL,Ralph Lauren,1656,3636,4.6
unisex,topware,shirts,XXL,US Polo,2522,3821,4.6
female,bottomware,leggings,S,Roadster,1113,3225,3.3
female,topware,saree,XL,Roadster,1821,3388,3.2
male,topware,kurtha,XXL,Flying Machine,2909,5476,4.2
female,bottomware,pants,L,US Polo,1664,2322,4.5
male,bottomware,pants,XXL,Adidas,1196,2361,4.1
male,topware,kurtha,M,Netplay,1992,4635,4.2
male,bottomware,night pants,XL,Ralph Lauren,398,1145,4.1
female,topware,half kurthi,XXL,Zara,452,2084,3.7
male,bottomware,pants,XXL,Levi's,1708,4573,3.2
female,topware,tshirt,M,Peter England,2684,4800,3.9
unisex,bottomware,pants,M,H&M,1989,4065,4.4
male,bottomware,pants,L,Tommy Hilfiger,1827,2920,4.1
unisex,bottomware,shorts,M,Peter England,939,2479,4.5
male,topware,shirts,L,Prada,1956,3579,3.2
male,bottomware,shorts,XL,Arrow,2360,4048,4.9
unisex,topware,shirts,M,Zara,1612,3104,3.6
unisex,bottomware,pants,M,Dennis Lingo,1796,4652,3.5
female,bottomware,shorts,XL,Puma,514,2835,3.9
unisex,bottomware,pants,S,Nike,2744,4228,4.3
unisex,topware,shirts,S,Wrangler,2669,3821,3.8
unisex,topware,shirts,XXL,Peter England,237,695,3.2
male,topware,tshirts,S,Van Heusen,2998,4283,4.1
female,topware,saree,S,Adidas,722,3039,3.9
unisex,bottomware,pants,S,Gucci,2603,5053,4.2
unisex,bottomware,shorts,M,Flying Machine,440,1561,3.5
female,topware,tshirt,S,Allen Solly,2747,3407,3.9
unisex,topware,tshirts,XXL,Louis Philippe,227,2239,3.8
female,bottomware,pants,L,Flying Machine,2498,2887,4.5
male,topware,shirts,S,Wrangler,1226,4162,4.7
unisex,topware,tshirts,XXL,Louis Philippe,1127,2507,4.1
male,bottomware,night pants,L,Spykar,2473,3093,4.3
female,bottomware,shorts,M,HRX,2965,5745,4.3
unisex,bottomware,pants,M,Nike,1846,3795,3.2
unisex,bottomware,shorts,XL,Ralph Lauren,2936,4039,3.0
female,bottomware,pants,M,Allen Solly,2828,4953,4.4
male,bottomware,shorts,XXL,US Polo,610,1139,4.1
unisex,bottomware,shorts,XXL,Wrangler,832,2861,4.2
female,topware,half kurthi,XXL,Levi's,703,2076,3.2
male,bottomware,pants,L,Adidas,270,1803,3.1
male,bottomware,night pants,XL,Levi's,2615,3791,3.7
male,topware,tshirts,L,Ralph Lauren,435,1486,4.9
unisex,bottomware,shorts,M,Dennis Lingo,1374,4168,4.9
female,topware,half saree,XL,Peter England,2477,4549,3.6
